productId,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10
EE5292,EE7104,CG6199,EF4935,G27341,CG6193,DB3259,BD7475,DB3258,EE4709,B37942
BD8041,CG6056,CG6477,BD7929,BD7932,BD7816,BD7819,DB0961,BD7597,BD7810,BD7809
B37719,B37681,EE4552,B37720,EE4443,AQ0863,B37736,B37725,B37727,CG6142,CG6131
EE4519,EE4504,EE4505,EF8858,EE4709,EF1899,FV3395,EE4678,EG7753,EF4933,EG7876
CM0072,CM0075,CM0074,CM0073,CM0106,CM0105,CL0233,CI2606,CM0081,CM0080,CM0083
EF0795,F34668,CL7429,CL7430,CK9720,F36308,EF0078,EE9973,EE9969,EE9970,EG3698
EE5875,EE5846,EE5847,EE5876,AQ1220,B37990,EE8969,EE8970,B41529,EE5837,EE8972
EE4954,EE4948,EE4947,EE4953,EE4951,EE4925,EE4919,EE4926,EE4918,EE4928,EE4924
CM6625,CM6626,CM6627,CM4548,CM4550,CM4549,CM4547,CM4551,CL7373,CL7374,CL7375
CQ2039,AQ1210,B37530,B37528,CQ2028,CQ2031,B37534,CQ2032,CQ2030,CQ2029,AQ1119
CG6193,G27341,DB3259,BD7475,DB3258,EF4935,EE7104,CG6199,EE5292,FV3395,EE4709
S82260,BB2270,AQ0919,FW2847,B37942,B41939,FV3631,FV3374,BB2042,CQ2618,CQ1971
EE4945,EE4946,EE4938,EE4937,EE4935,CG6021,CG6037,CG6025,CG6040,B37983,BD7597
EE7155,EE6743,EE4682,EE7046,EE7045,EE4679,B28166,B28164,B28163,B37068,EE5089
B44846,F35050,B44849,F35281,B75990,EE8042,EE8353,EE8351,B96551,B96554,EE8028
EE6045,EE6044,EE6046,EE6038,EE6031,EE6037,EF9182,EF9181,EE6036,EE6325,EF5925
EH0192,EH0151,EH0169,EF1963,EE5104,EE5106,B28128,B28129,EE7098,EH0166,BB2042
EE7046,EE7045,B28156,AQ1134,CG6104,CG6205,BD7685,EE7155,EE6743,EE4679,EE4682
CL7646,CL7645,CL7644,CL7633,CL4158,CL7643,CL7631,CL7630,CL7642,CL7632,CL7629
CL7346,CL7344,CL7345,CK9728,CM4816,CM4826,CM4827,CM4828,CM4824,CM4825,CL7342
EE5778,EE5777,EE5772,CG6091,B37919,EF5386,B37538,B96511,B28123,B37983,B96508
AQ1210,B37530,B37528,B37534,AQ1136,B37657,B96511,B28123,BD7791,CQ2039,B37090
EF5925,EG9053,EE6045,EE6044,EE6046,EF5887,EE6038,EE6031,EE6037,EF9182,EF9181
EE7032,EE7030,EE7031,EE7033,EE7026,CG6188,CG6177,CG6187,DB3541,B96511,B28123
EE7708,EE5864,EE4893,EE4896,EE4895,EF6877,EE8836,EE5819,FV4044,S75104,FV4298
AQ1119,CG6270,BD8017,CQ2039,CQ2030,CQ2029,B37469,AQ1136,B37657,CQ2031,EE5177
F34311,CG6130,EE4553,CG6142,CG6131,AQ0863,B37736,B37725,EE4443,B37727,B37719
CL7646,CL7645,CL7644,CL7633,CL4158,CL7643,CL7631,CL7630,CL7642,CL7632,CL7629
EE5089,EE4682,EE7155,EE6743,EF1899,EE7046,EE7045,B28166,EE4679,B28164,B28163
CL7565,CL7563,CL7564,CL7567,CL7566,CL7520,CM4877,CL7519,CL7522,CM4860,CM4878
G27727,G27720,G27721,CG6537,B41671,G27707,G27706,B41677,EH0173,G27719,EE5566
B44697,CG6113,CG6112,CG6460,CG6108,BD7528,BD7577,B96323,B75807,B75806,DB2117
CL7400,CL7397,CM4618,CM4619,CK9430,CL7398,CK9431,CK9432,CL7399,CM4617,CL7551
CL7437,CL7438,CL7439,CK9427,CK9424,CL7415,CL7413,CL7411,EG3493,EG3489,CL7511
CL7565,CL7563,CL7564,CL7567,CL7566,CL7520,CM4877,CL7519,CL7522,CM4860,CM4878
CL7460,CL7458,CL7459,CK9671,CK9670,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
CL7507,CL7506,CL7508,CL7509,CK9678,CK9681,CK9680,CJ8100,CJ0044,CI9976,CL7511
CM0061,CM0063,CM0062,CM0060,CM6080,CM6081,CM6073,CM6072,CM6068,CM6069,CM0039
F34308,BD7438,BD7439,EE8836,EF6877,BY2976,B24105,FV4070,AQ1027,AQ1111,BY9250
CL7507,CL7506,CL7508,CL7509,CK9678,CK9681,CK9680,CJ8100,CJ0044,CI9976,CL7511
CL7346,CL7344,CL7345,CK9728,CM4816,CM4826,CM4827,CM4828,CM4824,CM4825,CL7342
EE5318,EE5317,G27026,F97209,F97208,EE7245,DB2609,DB3565,EH0188,FV4525,FV4529
CL7565,CL7563,CL7564,CL7567,CL7566,CL7520,CM4877,CL7519,CL7522,CM4860,CM4878
CL7439,CK9427,CL7437,CL7438,CK9424,CL7415,CL7413,CL7411,EG3493,EG3489,CL7511
CL7346,CL7344,CL7345,CK9728,CM4816,CM4826,CM4827,CM4828,CM4824,CM4825,CL7342
CL7646,CL7645,CL7644,CL7633,CL4158,CL7643,CL7631,CL7630,CL7642,CL7632,CL7629
CL7437,CL7438,CL7439,CK9427,CK9424,CL7415,CL7413,CL7411,EG3493,EG3489,CL7511
CK9843,CL9938,CL9935,CL9937,CK9842,CL9934,CL9925,CL9924,CL9926,CL9923,CM5990
EE8738,EE5060,EE5566,EE5565,EE5567,G27707,B41671,G27706,G27727,G27720,G27721
CL7576,CL7577,CL7573,CL7616,CL7614,CL7615,CL7617,CL7453,CL7456,CL7455,CK9475
CL7482,CL7483,CL7484,CL7285,CJ8110,CK9648,CK9650,CL7286,CL7283,CK9649,CK9483
EE6128,EE6129,EE6135,EE6108,B27786,DA8839,B22790,B41486,CQ2333,EE5603,EE5602
EG3290,EG3289,EG3291,EG3295,EG4316,EG4314,EE8088,F35130,F36225,F36481,EG4103
CL7467,CL7468,CL7469,CK9661,CL7465,CJ7959,CJ7956,CK9660,CJ0082,CJ0080,CJ0081
EF1426,EF1421,EF1424,D97429,D97451,D97441,AQ0407,G28058,G28059,EF1413,F34094
CL7264,CL7263,CL7265,CL7515,CL7517,CL7516,CL7513,CL7616,CL7614,CL7615,CL7617
CL7470,CL7471,CL7472,CL7473,CL7604,CL7607,CL7605,CM4762,CM4760,CM4774,CL7606
CL7560,CL7559,CL7561,F36664,F36675,CL7474,CM4755,CM4756,CM4759,F36418,F36417
EE4574,EE4576,EE4577,EE6821,EE4572,BY9260,B37959,B37955,EE9514,EE9513,EE4443
CL7445,CL7443,CL7444,CL7446,CK9604,CK9602,CK9603,CK9605,CJ8013,CJ8016,CJ8012
CL7404,CL7407,CL7406,CL7405,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CL7515,CL7517,CL7516,CL7513,CL7264,CL7263,CL7265,CL7565,CL7563,CL7564,CL7567
EE4763,EE4762,EE4805,EE4842,EF9624,EF9623,B37919,S32279,F97209,F97208,EE3649
CL7616,CL7614,CL7615,CL7617,CL7276,CL7273,CL7275,CL7576,CL7577,CL7573,CL7264
CL7591,CL7590,CL7588,CL7589,CL7488,CL7487,CL7486,CK9485,CL7489,CL7582,CL7580
CK9831,CK9829,CK9830,CL9962,CL9965,CL9963,CL9964,CJ8979,CJ9006,CM5979,CL9968
EF2508,EF2511,EE6135,CQ2333,EE5603,EE5602,CQ2332,B41486,EE6128,EE6129,CQ2330
CL7495,CK9500,CK9502,CL7496,CK9658,CK9657,CM4864,CK9656,CK9655,CM4862,CM4863
EE5592,EE6668,EE8007,EE8008,EE7239,EE7235,EE7238,EE7242,EE7243,EE7245,DB2609
EE5398,EE5399,EE5403,EE6331,EE5404,B37919,BD7840,DB2736,CG6465,F97209,F97208
EE5304,EE5303,EG5947,F97209,F97208,DA8839,EE3656,BD7597,BD7810,BD7809,B37919
EE7242,EE7243,EE8007,EE8008,EE7239,EE7235,EE7238,EE7246,EE5592,EE6668,EE7245
CM0064,CM0067,CM0065,CM0061,CM0063,CM0062,CM0060,CM6073,CM6072,CM6068,CM6069
EE7885,EE7879,EF0128,EE7881,EE7880,F36393,F36392,EE7888,F36991,F36501,F36985
CM0049,CM0051,CM0048,CM0045,CM0044,CM0047,CM0046,CL0206,CL0207,CL0208,CM0061
CL7551,CL7552,CL7548,CL7550,CM4865,CM4868,CL7400,CM4618,CM4619,CL7397,CM4617
CK1088,CK1086,CJ0180,CJ0177,CM0009,CM0010,CM0008,CJ0183,CK9785,CM0011,CK9787
CL7263,CL7265,CL7264,CL7515,CL7517,CL7516,CL7513,CL7616,CL7614,CL7615,CL7617
CL7482,CL7483,CL7484,CL7285,CJ8110,CK9648,CK9650,CL7286,CL7283,CK9649,CK9483
F34340,F34341,B96561,B96563,B96558,B44832,F36991,F36501,AW4212,AW4209,F35769
CL7591,CL7590,CL7588,CL7589,CL7488,CL7487,CL7486,CK9485,CL7489,CL7582,CL7580
CM0031,CM0030,CM0032,CM0033,CJ8985,CJ0212,CM0023,CM0024,CM0025,CM5942,CJ9009
CL7467,CL7468,CL7469,CK9661,CL7465,CJ7959,CJ7956,CK9660,CJ0082,CJ0080,CJ0081
EE8076,F34485,CL7429,CL7430,CK9720,CL7425,CK9447,CL7427,CK9445,CL7426,CL7408
CM5955,CM5956,CL9946,CL9943,CL9945,CL9944,CL9947,CL0235,CL9949,CL9950,CM5965
B44870,G28386,EG1866,EG1865,EH0033,EG1851,G27728,EE7042,FU8299,FU8296,FU8298
CL7263,CL7265,CL7264,CL7515,CL7517,CL7516,CL7513,CL7616,CL7614,CL7615,CL7617
CL7482,CL7483,CL7484,CL7285,CJ8110,CK9648,CK9650,CL7286,CL7283,CK9649,CK9483
CL7537,CL7534,CL7533,CL7536,CM4632,CM4929,CM4930,CM4658,CM4659,CL7576,CL7577
EE8088,CL7429,CL7430,CK9720,EE8076,EF0450,EF0446,EF0451,EF0527,EF0452,F36308
CL7576,CL7577,CL7573,CL7616,CL7614,CL7615,CL7617,CL7453,CL7456,CL7455,CK9475
CM0057,CM0058,CM0059,CM0056,CM6044,CM0077,CM0076,CM0078,CM0079,CL0213,CM6057
EE7698,EE7697,EE7502,EE7695,EE7690,EE7696,EE7693,EE7692,EE7511,F34579,F34578
CM0009,CM0010,CM0008,CJ0183,CK9785,CM0011,CK9787,CK1083,CK1084,CJ0194,CL9990
EE7884,B43814,EE6814,F36476,EE6807,F36475,EE8115,EE8114,EE7686,EE9671,B42315
F36922,G27273,G27274,G27276,G27270,G27272,B96360,BC1040,BC1041,BC1037,G28449
DB3114,CQ1061,CQ1068,EE6108,EE7292,EE6121,DB3112,B27797,B27786,EE6122,EF0091
F36217,F36218,EE8167,EE8165,EF0152,F36159,F36166,F36173,F36162,F36171,B44849
EE8272,EE8302,EE8260,F36642,F36651,CL7461,CL7462,CL7463,CK9507,CK9505,EE8265
CL7541,CL7538,CL7542,CL7540,CM4647,CM4646,CM4664,CM4665,CM4666,B44861,DB1464
EF0695,EF1899,EE4709,EF8858,G27341,CG6193,DB3259,BD7475,DB3258,EF4935,EE4519
DB3599,DB3600,B37680,B41727,B37600,CG6091,EE5678,EE5677,EE5654,B41766,EF6270
CL7321,CL7322,CM4691,CM4690,CM4692,CM4737,CM4935,CM4938,CM4936,CM4937,CK9483
DB2117,DB2119,CQ1968,CQ1971,B37983,B44697,B28068,FV4359,FV4350,FV4349,EE4945
EE4698,EE4697,EE6822,D98205,D98204,AQ0919,EG6920,EF0078,EE9973,EE9969,EE9970
B28166,B28164,B28163,B37068,EE4679,BD7685,CG6104,CG6205,EE7155,EE6743,EE7046
G27341,DB3259,BD7475,CG6193,DB3258,EF4935,CG6199,EE7104,EE5292,B37983,EE4709
EE5534,EE5535,EE5540,EE5521,BD7480,BD7479,EE5511,EE5520,CG6065,CG6066,F34327
EF0811,EF0810,EF0812,EF0815,EF0822,EF0820,EF1426,EF1421,EF1424,D97429,AC8122
CK9723,CL7408,CL7410,CL7404,CL7407,CL7406,CL7405,CK9465,CK9466,CK9464,CL7429
CL7321,CL7322,CM4691,CM4690,CM4692,CM4737,CM4935,CM4938,CM4936,CM4937,CK9483
CG6021,CG6037,CG6025,CG6040,BD7597,BD7810,BD7809,EE4949,EE4950,EE4958,B37973
CG6188,CG6177,CG6187,DB3541,DB3539,DA8693,BD7878,CG6270,BD8017,BD7791,EE5177
BD7685,CG6104,CG6205,B28156,AQ1134,EE7046,EE7045,EE4678,B28166,B28164,B28163
G27341,DB3259,BD7475,CG6193,DB3258,EF4935,CG6199,EE7104,EE5292,B37983,EE4709
EF9220,EF9226,EF9219,EF9225,EE6047,EF5928,EE6038,EE6031,EE6037,EF9182,EF9181
F34668,F36512,CL7370,CK9741,CL7372,EF0450,EF0446,EF0451,EF0527,EF0452,EG3253
EE8257,EE8245,EE8247,F36516,F36517,EE8088,F35762,F34568,F34571,EF1065,F34604
B37973,B37974,EE4949,EE4950,EE4958,CG6021,CG6037,CG6025,CG6040,B37983,BD7597
EE7068,EE5933,EE5934,EH0181,FW9618,FV4287,FV4291,EE7064,EE4962,EE4967,FV4329
EH1363,EH1361,EH1366,EH1856,EH1855,CK9436,CK9434,CK9437,F36996,EE8448,EE8444
EE5778,EE5777,EE5772,CG6091,B37919,EF5386,B37538,B96511,B28123,B37983,B96508
CG6104,CG6205,BD7685,B28156,AQ1134,EE7046,EE7045,EE4678,B28166,B28164,B28163
EF2437,EF2438,EE8498,EE8489,EE9027,G28220,G28225,F97209,F97208,B37983,B37959
CM0070,CM0068,CM0069,CM0071,CM6051,CM6052,CL0252,CM5971,CM5970,CM0045,CM0044
D96760,CG6228,F33805,BD7575,CG6222,DB2680,B96508,B96511,B28123,B37983,B37719
CM0077,CM0076,CM0078,CM0079,CM6057,CM6058,CM6059,CM0057,CM0058,CM0059,CM0056
CM0091,CM0093,CM0092,EG2035,F35030,B23738,EG2037,CM0087,CM0086,CM0084,CM6085
CL7551,CL7552,CL7548,CL7550,CM4865,CM4868,CL7400,CM4618,CM4619,CL7397,CM4617
F36675,F36664,EE8272,EE8302,F36651,EE8088,EE8265,EE8269,EG4009,EE8260,F36642
EF1065,EF1060,EF1053,EF1052,EF1051,F36516,F36517,B43743,DB1347,F34375,F34376
EH1363,EH1361,EH1366,EH1856,EH1855,CK9436,CK9434,CK9437,F36996,EE8448,EE8444
CL0243,CL0244,CL0211,B43601,B43600,CG3552,CM0091,CM0093,CM0092,CM0081,CM0080
CG6188,CG6177,CG6187,DB3541,DB3539,DA8693,BD7878,CG6270,BD8017,BD7791,EE5177
FV3288,FV3289,EF4965,EF4970,EF4966,FV3631,FV3374,FV3029,FV3327,FW6635,FW9328
EE4949,EE4950,EE4958,B37973,B37974,CG6021,CG6037,CG6025,CG6040,BD7597,BD7810
BB2344,BB2278,BB2042,B37090,CQ1971,B37983,BA7376,B37538,CQ2044,CQ2042,AQ1141
EE6080,B22713,EE7290,DB3109,DB3241,DB3105,B22705,EG2738,EG8544,B22706,EE6074
EE6047,EE6325,EE7763,EE7762,EE6045,EE6044,EE6046,EF9220,EF9226,EF9219,EF9225
EF0078,EE9973,EE9969,EE9970,EG3821,F36308,EF0450,EF0446,EF0451,EF0795,EF0527
EE5565,EE5566,EE5567,G27707,B41671,G27706,G27727,G27720,G27721,EE6329,EE5358
EF4965,EF4970,EF4966,FV3288,FV3289,FV3395,EG7753,EF4933,EG7876,G27341,CG6193
EE4945,EE4946,EE4938,EE4937,EE4935,CG6021,CG6037,CG6025,CG6040,B37983,BD7597
B37090,AQ1210,B37534,B37530,B37528,CQ1968,B37538,BB2344,B37983,B96511,B28123
F36516,F36517,EE8247,EF1060,EF1065,EE8257,EE8245,EF1053,EF1052,EF1051,F34604
DB3112,EE6108,DB3114,B27797,EE7292,EE6121,DB3109,DB3241,DB3105,B27786,B22706
EH1363,EH1361,EH1366,EH1856,EH1855,CK9436,CK9434,CK9437,F36996,EE8448,EE8444
CG6164,CQ2460,AQ0886,B37759,BD7842,BD7843,CG7112,CQ3012,B37651,CQ1968,CQ1971
EE4959,B37983,EE4945,EE4946,EE3656,EE4949,EE4950,EE4958,B37919,B96508,B96511
EF2438,EF2437,EE8498,EE8489,EE9027,G28220,G28225,F97209,F97208,B37983,B37959
F35567,F37079,F37022,EG3115,EE8522,EE8603,EE8604,F35445,EG3102,F35560,F35444
EE8167,EE8165,EF0152,F36217,F36218,F34668,EE8265,CL7408,CL7370,CK9741,CL7372
EE5875,EE5846,EE5847,EE5876,AQ1220,B37990,EE8969,EE8970,B41529,EE5837,EE8972
F34846,F34851,F34844,CL7545,CL7547,CL7546,CL7543,CL7377,CL7379,CK9456,CK9458
B41663,EE5534,EE5535,EE5540,B37945,BD7497,B41649,B41648,F34053,CQ2809,CG6065
CK9690,CJ8113,CJ8111,CJ8114,CJ0070,CJ7990,CJ7987,CJ7991,CK9483,CK9481,CL7333
F35275,EE7927,BB6917,F37006,F34683,BB7716,BB6918,EE7925,EE7928,BB7066,EE7923
CL7511,CK9688,CK9686,CL7510,CL7512,CL7507,CL7506,CL7508,CL7509,CK9678,CK9681
CK9424,CL7439,CK9427,CL7437,CL7438,CK9430,CL7398,CK9431,CK9432,CL7399,CM4618
CK9430,CL7398,CK9431,CK9432,CL7399,CL7397,CM4618,CM4619,CM4617,CL7400,CL7401
CG6228,F33805,BD7575,CG6222,DB2680,D96760,B96511,B28123,B96508,B37983,B37538
DB3599,DB3600,B37680,B41727,B37600,CG6091,EE5678,EE5677,EE5654,B41766,EF6270
EE9892,EE9894,EE9895,CL7541,CL7538,CL7542,CM4664,CM4665,CM4666,CM4647,CM4646
CL7461,CL7462,CL7463,CK9507,CK9505,EE8260,F36642,EE8272,EE8302,F36651,CL7411
CK9678,CK9681,CK9680,CJ8100,CL7507,CL7506,CL7508,CL7509,CJ0044,CI9976,CL7511
CJ8117,CJ8115,CJ8118,CK9696,CK9695,CK9698,CK9697,CJ8116,CJ0027,CK9678,CK9681
CJ8117,CJ8115,CJ8118,CK9696,CK9695,CK9698,CK9697,CJ8116,CJ0027,CK9678,CK9681
CK9683,CK9682,CK9685,CK9684,CJ8019,CJ8018,CJ8021,CJ8017,B44669,F34477,B44650
CK9692,CK9693,CK9694,CJ8013,CJ8016,CJ8012,CJ8014,CJ8015,CK9604,CK9602,CK9603
EE7919,EE8024,CL7377,CL7379,CL7545,CL7547,CL7546,CK9456,CL7543,CK9458,CL7378
CL7515,CL7517,CL7516,CL7513,CL7264,CL7263,CL7265,CL7565,CL7563,CL7564,CL7567
CJ8117,CJ8115,CJ8118,CK9696,CK9695,CK9698,CK9697,CJ8116,CJ0027,CK9678,CK9681
CK9418,CK9420,CL7366,CL7369,CK9572,CJ8041,CK9571,CK9569,CL7370,CK9741,CL7372
EF0322,EE4923,EF0321,EE4922,EF4393,EF4398,G27461,G27464,G27463,EE4925,EE4919
CL7439,CK9427,CL7437,CL7438,CK9424,CL7415,CL7413,CL7411,EG3493,EG3489,CL7511
EF0437,EF0440,EF0523,EF0433,EF0434,EF0435,EF0417,EF0436,EF0416,EG3238,EG8587
EF0435,EF0437,EF0440,EF0523,EF0433,EF0434,EF0417,EF0436,EF0416,EG3238,EG8587
CJ8090,CJ8089,CJ8088,CJ8087,CM4548,CM4550,CM4549,CM4547,CM4551,CL7263,CL7265
CL7541,CL7538,CL7542,CL7540,CM4647,CM4646,CM4664,CM4665,CM4666,B44861,DB1464
CL7311,CL7309,CL7310,CL7308,CL7312,CL7610,CL7609,CL7611,CL7328,CL7330,CL7329
EE8028,EE7922,F34491,F34498,BB7067,EE7923,B96578,F35281,B75990,EE8042,EE8353
CK9430,CL7398,CK9431,CK9432,CL7399,CL7397,CM4618,CM4619,CM4617,CL7400,CL7401
CL7306,CL7307,CL7303,CM4693,CM4694,CM4909,CM4908,CM4904,CM4900,CM4899,CM4901
CJ8117,CJ8115,CJ8118,CK9696,CK9695,CK9698,CK9697,CJ8116,CJ0027,CK9678,CK9681
CI9915,CI9916,CI9914,CI9913,CI1704,CI1702,CI1812,CL7285,CJ8110,CK9648,CK9650
CK9590,CJ7974,CK9591,CK9592,CJ7972,CJ7975,CK9593,CK9528,CJ7990,CJ7987,CJ7991
CL7460,CL7458,CL7459,CK9671,CK9670,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
CI9913,CI1704,CI1702,CI1812,CI9915,CI9916,CI9914,CI9941,CI9939,CL7285,CJ8110
CL7460,CL7458,CL7459,CK9671,CK9670,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
CI9991,CI9989,CI9992,CI9990,CI1935,CJ8053,CI1871,CJ3406,CI9718,CJ8055,DB1755
F36996,F36998,EE8447,F36994,F36334,EE8448,EE8444,F36331,EG3173,EE8445,F36333
CK9590,CJ7974,CK9591,CK9592,CJ7972,CJ7975,CK9593,CK9528,CJ7990,CJ7987,CJ7991
CL7591,CL7590,CL7588,CL7589,CL7488,CL7487,CL7486,CK9485,CL7489,CL7582,CL7580
CL7404,CL7407,CL7406,CL7405,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CL7404,CL7407,CL7406,CL7405,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CK9418,CK9420,CL7366,CL7369,CK9572,CJ8041,CK9571,CK9569,CL7370,CK9741,CL7372
CL7389,CL7385,CL7387,CK9475,CK9476,CK9474,CL7453,CL7456,CL7455,CL7534,CL7533
CL7515,CL7517,CL7516,CL7513,CL7264,CL7263,CL7265,CL7565,CL7563,CL7564,CL7567
CI9991,CI9989,CI9992,CI9990,CI1935,CJ8053,CI1871,CJ3406,CI9718,CJ8055,DB1755
CL7404,CL7407,CL7406,CL7405,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CL7470,CL7471,CL7472,CL7473,CL7604,CL7607,CL7605,CM4762,CM4760,CM4774,CL7606
CJ8110,CK9648,CK9650,CK9649,CJ8107,CJ8109,CL7482,CL7483,CL7484,CL7285,CL7286
CJ8019,CJ8018,CJ8021,CJ8017,CK9683,CK9682,CK9685,CK9684,B44669,F34477,B44650
CK9604,CK9602,CK9603,CK9605,CL7445,CL7443,CL7444,CL7446,CJ8013,CJ8016,CJ8012
CK9430,CL7398,CK9431,CK9432,CL7399,CL7397,CM4618,CM4619,CM4617,CL7400,CL7401
EE7289,EE6090,EE6089,EE6091,EE6074,EE7292,EE6121,EE6122,EE6108,B22705,EE7290
B75579,B75580,B75581,CG4045,CG4048,CG4044,B43829,B75586,CG4051,B75583,CG4050
CK9430,CL7398,CK9431,CK9432,CL7399,CL7397,CM4618,CM4619,CM4617,CL7400,CL7401
EE4925,EE4919,EE4926,EE4918,EE4928,EE4924,EE4954,EE4948,EE4947,EE4953,EE4951
EE4954,EE4948,EE4947,EE4953,EE4951,EE4925,EE4919,EE4926,EE4918,EE4928,EE4924
CL7467,CL7468,CL7469,CK9661,CL7465,CJ7959,CJ7956,CK9660,CJ0082,CJ0080,CJ0081
EF8858,EE4519,EE4504,EE4505,EF1899,EE4709,EF0695,FV3395,EG7753,EF4933,EG7876
EF9220,EF9226,EF9219,EF9225,EE6047,EF5928,EE6038,EE6031,EE6037,EF9182,EF9181
CL7515,CL7517,CL7516,CL7513,CL7264,CL7263,CL7265,CL7565,CL7563,CL7564,CL7567
EE7098,EF1963,EE5104,EE5106,EE5060,EE5055,CG6091,EE5778,EE5777,EE5772,FV4318
CL7425,CK9447,CL7427,CK9445,CL7426,CL7428,CL7429,CL7430,CK9720,CL7404,CL7407
CL7507,CL7506,CL7508,CL7509,CK9678,CK9681,CK9680,CJ8100,CJ0044,CI9976,CL7511
EE7292,EE6121,EE6108,CQ1068,CQ1061,DB3114,EE7289,EE6090,EE6089,DB3112,EE6074
CL7591,CL7590,CL7588,CL7589,CL7488,CL7487,CL7486,CK9485,CL7489,CL7582,CL7580
CJ8062,CJ8058,CJ8061,CJ8059,CJ8060,CI9831,CJ8073,CJ8068,CJ8072,CJ8069,CI9830
EE5875,EE5846,EE5847,EE5876,AQ1220,B37990,EE8969,EE8970,B41529,EE5837,EE8972
CL7511,CK9688,CK9686,CL7510,CL7512,CL7507,CL7506,CL7508,CL7509,CK9678,CK9681
EE4561,EE4567,EE4563,EE4566,EE4562,EE7159,EE7160,EG5345,EE4465,EE4470,EE7163
EE5585,EE5566,EE5565,EE5567,G27722,EE5357,EE5597,EH0169,FV4631,EE5358,EE5394
B96519,B96517,B96520,F34625,F35567,F37079,F37022,EF0529,D97112,F36669,F36671
B96563,F34340,F34341,B96561,B96558,B44832,F36991,F36501,AW4212,AW4209,F35769
CL7545,CL7547,CL7546,CL7543,CL7377,CL7379,CK9456,CK9458,CL7378,CK9455,CM4842
EE4561,EE4567,EE4563,EE4566,EE4562,EE7159,EE7160,EG5345,EE4465,EE4470,EE7163
CK9714,CK9436,CK9434,CK9437,B44849,CL7408,CL7410,CK9723,CL7515,CL7517,CL7516
F36475,F36476,EE8115,EE8114,F36418,F36417,F36457,EG4370,EG4372,EE6807,EE7884
FV8794,FV8788,FV8786,FV8790,CK9714,B44849,S80662,DB1763,F35567,F37079,F37022
EE5177,EE5182,EE5175,EE5179,EE5181,BD8024,BD8007,EE5086,EE5083,EE5108,D96635
CL7582,CL7579,CL7580,CL7373,CL7374,CL7375,CJ8110,CK9648,CK9650,CK9649,CJ8107
F36339,EE8502,EE8501,F36996,EE8448,EE8444,F36331,EG3173,F36998,EE8447,F36994
EF1963,EE5104,EE5106,EH0192,EE7098,B28128,B28129,FV4318,FV4317,DB2689,EG5475
F34442,F34440,B96223,B96218,B44619,EE8325,AW4212,AW4209,F35769,DB1372,DB1370
EE9933,EG4006,EG4007,EG4004,EE9932,EE9937,CK9714,B96551,B96554,B44889,F34882
EE7289,EE6090,EE6089,EE6091,EE6074,EE7292,EE6121,EE6122,EE6108,B22705,EE7290
CG4051,B75583,CG4050,B75587,B75586,B75579,B75580,B75581,CG4045,CG4048,CG4044
EE8028,EE7922,F34491,F34498,BB7067,EE7923,B96578,F35281,B75990,EE8042,EE8353
EE5081,EE5055,EE7449,EE5089,EE4851,EE6187,FU8299,FU8296,FU8298,FU8297,CG6199
EE4678,B28156,AQ1134,CG6104,CG6205,BD7685,B37942,B41939,EE7046,EE7045,EE4679
CM0077,CM0076,CM0078,CM0079,CM6057,CM6058,CM6059,CM0057,CM0058,CM0059,CM0056
B28156,AQ1134,CG6104,CG6205,BD7685,EE7046,EE7045,EE4678,EE4679,FW9617,B28166
EF0527,EG3253,EF0450,EF0446,EF0451,EF0452,EF0437,EF0435,EF0440,EF0523,EF0433
EE4561,EE4567,EE4563,EE4566,EE4562,EE7159,EE7160,EG5345,EE4465,EE4470,EE7163
EE8302,EE8272,EE8260,F36642,F36651,CL7461,CL7462,CL7463,CK9507,CK9505,EE8265
CM0075,CM0074,CM0073,CM0072,CM0106,CM0105,CL0233,CM0081,CM0080,CM0083,CM0082
EF0152,EE8167,EE8165,F36217,F36218,F34668,EE8269,CL7408,CL7370,CK9741,CL7372
CM0093,CM0092,CM0091,EG2035,F35030,B23738,EG2037,CM0087,CM0086,CM0084,CM6085
F36218,F36217,EE8167,EE8165,EF0152,F36339,F36159,F36166,F36173,F36162,F36171
CM0081,CM0080,CM0083,CM0082,CM0075,CM0074,CM0073,CM0072,CI2606,CM0061,CM0063
CM0077,CM0076,CM0078,CM0079,CM6057,CM6058,CM6059,CM0057,CM0058,CM0059,CM0056
CM0077,CM0076,CM0078,CM0079,CM6057,CM6058,CM6059,CM0057,CM0058,CM0059,CM0056
CM0075,CM0074,CM0073,CM0072,CM0106,CM0105,CL0233,CM0081,CM0080,CM0083,CM0082
CM0075,CM0074,CM0073,CM0072,CM0106,CM0105,CL0233,CM0081,CM0080,CM0083,CM0082
CM0093,CM0092,CM0091,EG2035,F35030,B23738,EG2037,CM0087,CM0086,CM0084,CM6085
EG8672,EE8502,EE8501,F36339,F36331,EG3173,F36333,FV8794,EF0152,CL7541,CL7538
