productId,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10
EF0695,EF1899,EE4709,EF8858,EE5089,EE4519,EE4504,EE4505,EE5081,EE8279,DB3258
DB3599,DB3600,CG6091,EE5678,EE5677,EE5654,B41766,B37680,B41727,B37600,EF6270
CL7321,CL7322,CM4691,CM4690,CM4692,CM4737,B96551,B96554,CM4935,CM4938,CM4936
DB2117,DB2119,CQ1971,CQ1968,B28068,CG6104,CG6205,B44697,B28156,AQ1134,B37983
EE4698,EE4697,EE6822,D98205,D98204,EF0078,EE9973,EE9969,EE9970,CG6199,EE7104
B28166,B28164,B28163,B37068,EE4679,BD7685,CG6104,CG6205,B28156,AQ1134,EE7046
DB3259,G27341,BD7475,DB3258,EF4935,CG6193,CG6199,EE7104,EE5292,EE4709,EF8858
EE5534,EE5535,EE5540,EE5521,BD7480,BD7479,EE5511,EE5520,CG6065,CG6066,F34327
EF0811,EF0810,EF0812,EF0815,EF0822,EF0820,D97429,D97451,D97441,EF1421,EF1424
CK9723,CL7410,CL7408,CL7404,CL7407,CL7406,CL7405,CK9465,CK9466,CK9464,CL7429
CL7322,CL7321,CM4691,CM4690,CM4692,CM4737,B96551,B96554,CM4935,CM4938,CM4936
CG6021,CG6037,CG6025,CG6040,BD7597,BD7810,BD7809,B37973,B37974,EE4945,EE4946
CG6188,CG6177,CG6187,DB3541,DB3539,DA8693,BD7878,EE7032,EE7030,EE7031,EE7033
BD7685,CG6104,CG6205,B28156,AQ1134,EE7046,EE7045,B28166,B28164,B28163,B37068
BD7475,G27341,DB3259,DB3258,EF4935,CG6193,CG6199,EE7104,EE5292,EE4709,EF8858
EF9226,EF9220,EF9219,EF9225,EE6047,EE6038,EE6031,EE6037,EF9182,EF9181,EE6036
F34668,F36512,F35061,F35040,EE8378,F35036,EE9798,EE9797,B96556,F34820,B96555
EE8257,EE8245,EE8247,F35762,F34568,F34571,EG4009,EE8265,EE8269,EE8088,F34563
B37973,B37974,EE4949,EE4950,EE4958,BD7597,BD7810,BD7809,CG6021,CG6037,CG6025
EE7068,EE5933,EE5934,EH0181,FV4287,FV4291,FW9618,EE7064,EE4962,FV4526,FV4329
EH1363,EH1361,EH1366,EH1856,EH1855,EH1379,EH2586,B43687,F36996,F36998,EE8447
EE5772,EE5778,EE5777,CG6091,DB3599,DB3600,B41766,EF5386,EE5678,EE5677,B37680
CG6104,CG6205,BD7685,B28156,AQ1134,EE7046,EE7045,B28166,B28164,B28163,B37068
EF2437,EF2438,EE8498,EE8489,EE9027,G28220,G28225,EG4901,F97209,F97208,CG6830
CM0070,CM0068,CM0069,CM0071,CM6051,CM6052,CL0252,CL9915,CL9913,CL9914,CM5971
D96760,CG6228,F33805,BD7575,CG6222,DB2680,B96511,B28123,B96508,AC8765,DA9604
CM0077,CM0076,CM0078,CM0079,CM0057,CM0058,CM0059,CM0056,CM6057,CM6058,CM6059
CM0091,CM0093,CM0092,CM6085,CM0087,CM0086,CM0084,EG2035,EG2037,F35030,CM6084
CL7550,CL7551,CL7552,CL7548,CM4865,CM4868,CL7400,CL7397,CM4618,CM4619,CM4617
F36675,F36664,CL7560,CL7559,CL7561,CL7474,F36651,EE8272,EE8302,BB9774,EE8260
EF1065,EF1060,EF1053,EF1052,EF1051,F36516,F36517,EE7482,EE7968,EE7911,EE7906
EH1361,EH1363,EH1366,EH1856,EH1855,EH1379,EH2586,B43687,F36996,F36998,EE8447
CL0243,CL0244,CL0211,B43601,B43600,CM0067,CM0065,CM0064,CM6084,CM6068,CM6069
CG6177,CG6188,CG6187,DB3541,DB3539,DA8693,BD7878,EE7032,EE7030,EE7031,EE7033
FV3288,FV3289,EF4965,EF4970,EF4966,FV3631,FV3374,AO3166-300,FV3029,B41719,FV3327
EE4949,EE4950,EE4958,B37973,B37974,BD7597,BD7810,BD7809,CG6021,CG6037,CG6025
BB2344,B37090,BD7778,B37538,DB2707,EE7745,EE7744,B37435,BA7376,BB2278,EE4808
EE6080,B22713,EE7290,DB3109,DB3241,DB3105,EG2738,B22705,EG8544,B22706,EE6074
EE6047,EE6325,EE7763,EE7762,EE6029,EF9220,EF9226,EF9219,EF9225,EE6045,EE6044
EF0078,EE9973,EE9969,EE9970,EE9514,EE9513,AW4209,F35769,AW4212,F36308,EE9929
EE5565,EE5566,EE5567,B41671,G27707,G27706,G27727,G27720,G27721,CG6537,EE5597
EF4965,EF4970,EF4966,FV3288,FV3289,FV4325,FV4319,BD7685,B28166,B28164,B28163
EE4946,EE4945,EE4938,EE4937,EE4935,CG6021,CG6037,CG6025,CG6040,BD7597,BD7810
B37090,AQ1210,B37530,B37528,B37534,BB2344,B37538,AC8122,BD7778,B37633,EE5150
F36516,F36517,EF1053,EF1052,EF1051,EE8247,EF1060,EF1065,EE8257,EE8245,CG5801
DB3112,EE6108,DB3114,B27797,EE7292,EE6121,DB3109,DB3241,DB3105,EG2738,B22705
EH1366,EH1363,EH1361,EH1856,EH1855,EH1379,EH2586,B43687,F36996,F36998,EE8447
CG6164,CQ2460,BD7842,BD7843,CG7112,AQ0886,B37759,CQ3012,BZ0631,EF3538,EF3523
EE4959,EE4945,EE4946,EE4938,EE4937,EE4935,EE4949,EE4950,EE4958,BD7597,BD7810
EF2438,EF2437,EE8498,EE8489,EE9027,G28220,G28225,EG4901,F97209,F97208,CG6830
F35567,F37079,F37022,EG3115,F35560,F35444,EE8603,EE8604,F35445,EG3102,EG3106
EE8165,EE8167,EF0152,F36217,F36218,EE8265,F36159,F36166,F36173,F36162,F36171
EE5846,EE5875,EE5847,EE5876,AQ1220,B37990,B41529,EE8969,EE8970,EE5837,EE8972
F34846,F34851,F34844,CL7545,CL7547,CL7546,CL7543,CL7377,CL7379,CK9456,CK9458
B41663,B37945,EE5534,EE5535,EE5540,BD7497,B41649,B41648,F34053,CQ2809,CG6065
CK9690,CJ8113,CJ8111,CJ8114,CJ0070,CK9683,CK9682,CK9685,CK9684,CJ8019,CJ8018
EE7927,F35275,BB6917,F37006,F34683,BB7716,BB6918,EE7925,EE7928,BB7066,EE8028
CK9688,CL7511,CK9686,CL7510,CL7512,CL7507,CL7506,CL7508,CL7509,CK9678,CK9681
CK9424,CL7439,CK9427,CL7437,CL7438,CK9430,CL7398,CK9431,CK9432,CL7399,CL7397
CK9430,CL7398,CK9431,CK9432,CL7399,CL7397,CL7400,CM4618,CM4619,CM4617,CL7401
CG6228,F33805,BD7575,CG6222,DB2680,B96511,B28123,D96760,B96508,AC8765,DA9604
DB3600,DB3599,CG6091,EE5678,EE5677,EE5654,B41766,B37680,B41727,B37600,EF6270
EE9892,EE9894,EE9895,CM4647,CM4646,CL7541,CL7538,CL7542,CL7540,EF0609,EF0606
CL7461,CL7462,CL7463,CK9507,CK9505,F36651,EE8272,EE8260,EE8302,F36642,CM4972
CK9678,CK9681,CK9680,CJ8100,CL7507,CL7506,CL7508,CL7509,CJ0044,CL7511,CK9688
CK9696,CJ8117,CJ8115,CJ8118,CK9695,CK9698,CK9697,CJ0027,CJ8116,CL7511,CK9688
CK9695,CJ8117,CJ8115,CJ8118,CK9696,CK9698,CK9697,CJ0027,CJ8116,CL7511,CK9688
CK9683,CK9682,CK9685,CK9684,CJ8019,CJ8018,CJ8021,CJ8017,B44669,F34477,B44650
CK9692,CK9693,CK9694,CJ8013,CJ8016,CJ8012,CJ8014,CJ8015,CL7445,CL7443,CL7444
EE7919,EE8024,F36159,F36166,F36173,F36162,F36171,EE9852,EG3013,CL7377,CL7379
CL7517,CL7515,CL7516,CL7513,CL7264,CL7263,CL7265,CL7520,CL7519,CL7522,CL7565
CK9698,CJ8117,CJ8115,CJ8118,CK9696,CK9695,CK9697,CJ0027,CJ8116,CL7511,CK9688
CK9418,CK9420,CK9572,CJ8041,CK9571,CK9569,CL7366,CL7369,CK9741,CL7370,CL7372
EF0322,EE4923,EF0321,EE4922,EF4393,EF4398,G27461,G27464,G27463,EE4925,EE4919
CK9427,CL7439,CL7437,CL7438,CK9424,CL7515,CL7517,CL7516,CL7513,CL7582,CL7579
EF0437,EF0440,EF0523,EF0433,EF0434,EF0435,EF0450,EF0446,EF0452,EF0417,EF0436
EF0435,EF0450,EF0446,EF0452,EF0437,EF0440,EF0523,EF0433,EF0434,EF0417,EF0436
CJ8090,CJ8089,CJ8088,CJ8087,CM4548,CM4550,CM4549,CM4547,CM4551,CM6625,CM6626
CL7542,CL7541,CL7538,CL7540,CM4647,CM4646,CM4664,CM4665,CM4666,CK9436,CK9434
CL7311,CL7309,CL7310,CL7308,CL7312,CL7328,CL7330,CL7610,CL7609,CL7611,CL7329
EE8028,EE7922,F34491,F34498,BB7067,B96578,EE7923,F35281,B75990,EE8042,EE8353
CL7398,CK9430,CK9431,CK9432,CL7399,CL7397,CL7400,CM4618,CM4619,CM4617,CL7401
CL7306,CL7307,CL7303,CM4693,CM4694,CM4909,CM4908,CM4904,CM4900,CM4899,CM4901
CK9697,CJ8117,CJ8115,CJ8118,CK9696,CK9695,CK9698,CJ0027,CJ8116,CL7511,CK9688
CI9915,CI9916,CI9914,CI9913,CI1812,CI1704,CI1702,CJ8110,CK9648,CK9650,CK9649
CK9590,CJ7974,CK9591,CK9592,CJ7972,CJ7975,CK9593,CI9915,CI9916,CI9914,CI9913
CL7458,CL7460,CL7459,CK9671,CK9670,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
CI9913,CI1812,CI1704,CI1702,CI9915,CI9916,CI9914,CI9941,CI9939,CJ8110,CK9648
CL7459,CL7460,CL7458,CK9671,CK9670,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
CI9991,CI9989,CI9992,CI9990,CI1935,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
F36996,F36998,EE8447,F36994,F36334,EE8448,EE8444,EE8445,F36331,EG3173,F36333
CJ7974,CK9590,CK9591,CK9592,CJ7972,CJ7975,CK9593,CI9915,CI9916,CI9914,CI9913
CL7588,CL7591,CL7590,CL7589,CL7285,CL7286,CL7283,CL7284,CL7287,CL7488,CL7487
CL7407,CL7404,CL7406,CL7405,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CL7406,CL7404,CL7407,CL7405,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CK9420,CK9418,CK9572,CJ8041,CK9571,CK9569,CL7366,CL7369,CK9741,CL7370,CL7372
CL7389,CL7385,CL7387,CK9475,CK9476,CK9474,CL7453,CL7456,CL7455,CL7576,CL7577
CL7516,CL7515,CL7517,CL7513,CL7264,CL7263,CL7265,CL7520,CL7519,CL7522,CL7565
CI9989,CI9991,CI9992,CI9990,CI1935,CJ8053,CJ3406,CI9718,CJ8055,CI1871,DB1755
CL7405,CL7404,CL7407,CL7406,CK9465,CK9466,CK9464,CL7408,CL7410,CK9723,CL7425
CL7473,CL7470,CL7471,CL7472,CL7604,CL7607,CL7605,CL7606,CM4762,CM4760,CM4774
CJ8110,CK9648,CK9650,CK9649,CJ8107,CJ8109,CL7482,CL7483,CL7484,CI9941,CI9939
CJ8019,CJ8018,CJ8021,CJ8017,CK9683,CK9682,CK9685,CK9684,B44669,F34477,B44650
CK9604,CK9602,CK9603,CK9605,CL7445,CL7443,CL7444,CL7446,CJ8013,CJ8016,CJ8012
CK9431,CK9430,CL7398,CK9432,CL7399,CL7397,CL7400,CM4618,CM4619,CM4617,CL7401
EE7289,EE6090,EE6089,EE6091,EE6074,B22705,DB3109,DB3241,DB3105,EG2738,EG8544
B75580,B75579,B75581,CG4045,CG4048,CG4044,B43829,CG4051,B75583,CG4050,B75587
CK9432,CK9430,CL7398,CK9431,CL7399,CL7397,CL7400,CM4618,CM4619,CM4617,CL7401
EE4925,EE4919,EE4926,EE4918,EE4928,EE4924,EE4954,EE4948,EE4947,EE4953,EE4951
EE4953,EE4954,EE4948,EE4947,EE4951,EE4925,EE4919,EE4926,EE4918,EE4928,EE4924
CL7469,CL7467,CL7468,CK9661,CL7465,CJ7959,CJ7956,CK9660,CK9430,CL7398,CK9431
EF8858,EE4519,EE4504,EE4505,EE4709,EF1899,EF0695,EE8612,EE4679,DB3258,G27341
EF9219,EF9220,EF9226,EF9225,EE6047,EE6038,EE6031,EE6037,EF9182,EF9181,EE6036
CL7513,CL7515,CL7517,CL7516,CL7264,CL7263,CL7265,CL7520,CL7519,CL7522,CL7565
EE7098,EF1963,EE5104,EE5106,EE5055,EE5060,B28128,B28129,FV4318,FV4317,DB2689
CL7425,CK9447,CL7427,CK9445,CL7426,CL7428,CL7429,CL7430,CK9720,F34485,EE8076
CL7508,CL7507,CL7506,CL7509,CK9678,CK9681,CK9680,CJ8100,CJ0044,CL7511,CK9688
EE7292,EE6121,EE6108,CQ1061,DB3114,CQ1068,EE7289,EE6090,EE6089,DB3112,CQ1179
CL7589,CL7591,CL7590,CL7588,CL7285,CL7286,CL7283,CL7284,CL7287,CL7488,CL7487
CJ8061,CJ8062,CJ8058,CJ8059,CJ8060,CI9831,CJ8073,CJ8068,CJ8072,CJ8069,CI9830
EE5847,EE5875,EE5846,EE5876,AQ1220,B37990,B41529,EE8969,EE8970,EE5837,EE8972
CK9686,CL7511,CK9688,CL7510,CL7512,CL7507,CL7506,CL7508,CL7509,CK9678,CK9681
EE4567,EE4561,EE4563,EE4566,EE4562,EE7159,EE7160,EG5345,EE4470,EE7163,EE4471
EE5585,EE5357,EE5566,EE5567,EE5565,CG6537,EE5597,G27722,B41671,G27707,G27706
B96519,B96517,B96520,F34625,AC7943,BC0534,F35008,F35012,B96474,D97112,F36669
B96563,F34340,F34341,B96561,B96558,F34820,B96555,F36991,F36501,AW4209,F35769
CL7547,CL7545,CL7546,CL7543,CL7377,CL7379,CK9456,CK9458,CL7378,CK9455,F34846
EE4563,EE4561,EE4567,EE4566,EE4562,EE7159,EE7160,EG5345,EE4470,EE7163,EE4471
CK9714,CK9436,CK9434,CK9437,CL7410,CL7408,CK9723,CL7404,CL7407,CL7406,CL7405
F36475,F36476,EE8115,EE8114,F36418,F36457,F36417,EG4370,EG4372,EE6807,EE7884
FV8794,FV8788,FV8786,FV8790,BB7566,AC7104,EE7925,EE7928,F35275,EE7927,BB6917
EE5177,EE5182,EE5175,EE5179,EE5181,EE5086,EE5083,EE5108,D96635,BD8024,BD8007
CL7582,CL7579,CL7580,CL7373,CL7374,CL7375,CM4964,CJ8110,CK9648,CK9650,CK9649
F36339,EE8502,F36996,F36998,EE8447,F36994,F36334,EE8448,EE8444,EE8445,F36331
EF1963,EE5104,EE5106,EE7098,EH0192,B28128,B28129,FV4318,FV4317,DB2689,EG5475
F34442,F34440,F36471,F99253,F34437,B96223,B96218,D97609,B44619,EE8325,DB1370
EE9933,EG4006,EG4007,EG4004,EE9932,EE9937,CK9714,EE8088,EF0417,EF0436,EF0416
EE6090,EE7289,EE6089,EE6091,EE6074,B22705,DB3109,DB3241,DB3105,EG2738,EG8544
B75583,CG4051,CG4050,B75587,B75579,B75580,B75581,CG4045,CG4048,CG4044,B75586
EE7922,EE8028,F34491,F34498,BB7067,B96578,EE7923,F35281,B75990,EE8042,EE8353
EE5081,EE5055,EE5089,EE7449,EG1851,EF5431,EF5432,B42122,EG1865,EH0033,G28386
EE4678,B28156,AQ1134,CG6104,CG6205,BD7685,EE4679,EF8858,B37942,B41939,EE7046
CM0076,CM0077,CM0078,CM0079,CM0057,CM0058,CM0059,CM0056,CM6057,CM6058,CM6059
B28156,AQ1134,CG6104,CG6205,BD7685,EE7046,EE7045,EE4679,EE4678,B28166,B28164
EF0527,EG3253,EF0450,EF0446,EF0452,EF0451,EF0435,EF0437,EF0440,EF0523,EF0433
EE4566,EE4561,EE4567,EE4563,EE4562,EE7159,EE7160,EG5345,EE4470,EE7163,EE4471
EE8302,EE8272,EE8260,F36642,F36651,CL7461,CL7462,CL7463,CK9507,CK9505,EG4009
CM0075,CM0074,CM0073,CM0072,CM0106,CM0105,CL0233,CM0081,CM0080,CM0083,CM0082
EF0152,EE8167,EE8165,F36217,F36218,EE8269,F36159,F36166,F36173,F36162,F36171
CM0093,CM0092,CM0091,CM0087,CM0086,CM0084,CM6085,EG2035,EG2037,F35030,CM6084
F36218,F36217,EE8167,EE8165,EF0152,F36159,F36166,F36173,F36162,F36171,F36339
CM0083,CM0081,CM0080,CM0082,CM0075,CM0074,CM0073,CM0072,CM0049,CM0051,CM0048
CM0078,CM0077,CM0076,CM0079,CM0057,CM0058,CM0059,CM0056,CM6057,CM6058,CM6059
CM0079,CM0077,CM0076,CM0078,CM0057,CM0058,CM0059,CM0056,CM6057,CM6058,CM6059
CM0074,CM0075,CM0073,CM0072,CM0106,CM0105,CL0233,CM0081,CM0080,CM0083,CM0082
CM0073,CM0075,CM0074,CM0072,CM0106,CM0105,CL0233,CM0081,CM0080,CM0083,CM0082
CM0092,CM0093,CM0091,CM0087,CM0086,CM0084,CM6085,EG2035,EG2037,F35030,CM6084
EG8672,EF0152,B44832,F36475,EE8115,EE8114,EG3953,EE9852,EG3013,F36331,EG3173
EG8480,EE8088,EH2549,EH1178,EG3282,EH1097,EG3278,EG3284,EG4223,EH1858,EH1859
EG3148,EE8134,EE8137,EE8219,EE8220,EE8218,EE8136,EE8138,B44732,DB0594,B44736
CM0082,CM0081,CM0080,CM0083,CM0075,CM0074,CM0073,CM0072,CM0049,CM0051,CM0048
EG3185,F35567,F37079,F37022,F36208,F36204,F36201,G28971,F36199,EE8156,EF0148
EG4006,EE9933,EG4007,EG4004,EE9932,EE9937,CK9714,EE8088,EF0417,EF0436,EF0416
EG4007,EE9933,EG4006,EG4004,EE9932,EE9937,CK9714,EE8088,EF0417,EF0436,EF0416
EH1178,EE8088,EG8480,DB0126,B43753,DB1372,EG4103,DB1370,EE8136,EE8138,F35762
EG4316,EG4314,EE6807,EE6814,B43814,B42315,B42314,EG3290,EG3289,EG3291,EG3295
EG3253,EF0527,EF0450,EF0446,EF0452,EF0451,EF0435,EG3238,EG8587,EF0437,EF0440
EG4314,EG4316,EE6807,EE6814,B43814,B42315,B42314,EG3290,EG3289,EG3291,EG3295
EH1379,EH2586,EH1363,EH1361,EH1366,EH1856,EH1855,AV4052-116,EE9929,CG5580,EG8480
EH2586,EH1379,EH1363,EH1361,EH1366,EH1856,EH1855,AV4052-116,EE9929,CG5580,EG8480
EG3698,EH0165,EF0527,EG3253,EG4223,EH1858,EH1859,EF0450,EF0446,EF0452,EF0451
EH0165,EG3698,EF0527,EG3253,EG4223,EH1858,EH1859,EF0450,EF0446,EF0452,EF0451
EH1211,EG4176,EG4175,F35036,EG3493,EG3489,EG4275,EH2201,EH2531,EG4273,EH2549
CK9665,CK9664,CK9663,CJ8146,CL7470,CL7471,CL7472,CL7473,CJ8077,CJ8074,CJ8075
CK9663,CK9664,CK9665,CJ8146,CL7470,CL7471,CL7472,CL7473,CJ8077,CJ8074,CJ8075
EG3953,EG3013,EE9852,EE9941,EE9940,EE9938,EE9847,EE9848,EE9946,EE9844,EE9843
EG4176,EG4175,EH1211,F36476,F36475,EE8115,EE8114,AQ1210,B37530,B37528,B37534
CI9916,CI9915,CI9914,CI9913,CI1812,CI1704,CI1702,CJ8110,CK9648,CK9650,CK9649
EG4175,EG4176,EH1211,F36476,F36475,EE8115,EE8114,AQ1210,B37530,B37528,B37534
EG4004,EE9933,EG4006,EG4007,EE9932,EE9937,CK9714,EE8088,EF0417,EF0436,EF0416
CJ8068,CJ8073,CJ8072,CJ8069,CJ8062,CJ8058,CJ8061,CJ8059,CJ8060,CI9831,CI9701
CK9681,CK9678,CK9680,CJ8100,CL7507,CL7506,CL7508,CL7509,CJ0044,CL7511,CK9688
EE9731,EE9737,EE9734,EE9733,EE9729,EE9732,EE9728,EE9735,EG8688,EG8685,F34340
CK9591,CK9590,CJ7974,CK9592,CJ7972,CJ7975,CK9593,CI9915,CI9916,CI9914,CI9913
CK9648,CJ8110,CK9650,CK9649,CJ8107,CJ8109,CL7482,CL7483,CL7484,CI9941,CI9939
CK9602,CK9604,CK9603,CK9605,CL7445,CL7443,CL7444,CL7446,CJ8013,CJ8016,CJ8012
F34491,EE8028,EE7922,F34498,BB7067,B96578,EE7923,F35281,B75990,EE8042,EE8353
CK9693,CK9692,CK9694,CJ8013,CJ8016,CJ8012,CJ8014,CJ8015,CL7445,CL7443,CL7444
CJ8013,CJ8016,CJ8012,CJ8014,CJ8015,CK9692,CK9693,CK9694,CL7445,CL7443,CL7444
CL7567,CL7565,CL7563,CL7564,CL7566,CL7520,CL7519,CL7522,CM4877,CM4878,CM4860
CK9694,CK9692,CK9693,CJ8013,CJ8016,CJ8012,CJ8014,CJ8015,CL7445,CL7443,CL7444
CL7604,CL7607,CL7605,CL7606,CM4774,CM4773,CL7470,CL7471,CL7472,CL7473,CM4762
CL7488,CL7487,CL7486,CK9485,CL7489,CL7591,CL7590,CL7588,CL7589,CL7494,CM4755
CK9436,CK9434,CK9437,CK9714,CL7515,CL7517,CL7516,CL7513,CL7264,CL7404,CL7407
CK9592,CK9590,CJ7974,CK9591,CJ7972,CJ7975,CK9593,CI9915,CI9916,CI9914,CI9913
CL7366,CL7369,CL7370,CL7372,CK9572,CJ8041,CK9571,CK9569,CK9741,CK9418,CK9420
CK9661,CL7467,CL7468,CL7469,CL7465,CJ7959,CJ7956,CK9660,CK9430,CL7398,CK9431
CK9650,CJ8110,CK9648,CK9649,CJ8107,CJ8109,CL7482,CL7483,CL7484,CI9941,CI9939
CL7415,CL7413,CL7411,CL7417,EG3493,EG3489,CL7273,CL7275,CL7276,CL7428,CL7425
CL7626,CL7625,CL7624,CL7477,CL7474,CJ3412,CJ3410,CL7415,CL7413,CL7520,CL7519
CJ7990,CJ7987,CJ7991,CK9539,CL7333,CL7332,CL7334,CL7335,CL7467,CL7468,CL7469
CL7534,CL7533,CL7536,CM4929,CM4930,CL7537,CL7576,CL7577,CL7573,CL7453,CL7456
CL7413,CL7415,CL7411,CL7417,EG3493,EG3489,CL7273,CL7275,CL7276,CL7428,CL7425
CK9500,CL7495,CK9502,CM4864,CM4862,CM4863,CK9658,CK9657,CK9656,CK9655,CL7496
CL7369,CL7366,CL7370,CL7372,CK9572,CJ8041,CK9571,CK9569,CK9741,CK9418,CK9420
EE8156,EF0148,EE8153,G28970,F36208,F36204,F36201,G28971,F36199,EG3185,CL7534
CL7607,CL7604,CL7605,CL7606,CM4774,CM4773,CL7470,CL7471,CL7472,CL7473,CM4762
CL7385,CL7387,CL7389,CK9475,CK9476,CK9474,CL7453,CL7456,CL7455,CM4830,CM4831
EE9856,EE9854,EE9941,EE9940,EE9938,EE9946,EE9847,EE9848,EE9844,EE9843,EE9845
EE8260,EE8272,EE8302,F36642,F36651,CL7461,CL7462,CL7463,CK9507,CK9505,EE8265
EE8448,EE8444,EE8445,F36996,F36998,EE8447,F36994,F36334,F36331,EG3173,F36333
EE8181,B44880,F34876,B44882,DB1758,CQ1711,DB1763,S80662,B44889,F34882,DB1755
CK9682,CK9683,CK9685,CK9684,CJ8019,CJ8018,CJ8021,CJ8017,B44669,F34477,B44650
CL7377,CL7379,CK9456,CK9458,CL7378,CK9455,CL7545,CL7547,CL7546,CL7543,CM4842
CL7605,CL7604,CL7607,CL7606,CM4774,CM4773,CL7470,CL7471,CL7472,CL7473,CM4762
EE9734,EE9733,EE9729,EE9732,EE9728,EE9731,EE9737,EE9735,EG8688,EG8685,DA9853
EF1053,EF1052,EF1051,EF1060,EF1065,F36516,F36517,EE7911,EE7906,EE7908,EE7901
EE7925,EE7928,F35275,EE7927,BB6917,F37006,F34683,BB7716,BB6918,BB7066,EE8028
CL7614,CL7616,CL7615,CL7617,CL7273,CL7275,CL7276,CL7264,CL7263,CL7265,CL7576
EE9847,EE9848,EE9844,EE9843,EE9845,EE9856,EE9854,EE9941,EE9940,EE9938,EE9946
EG3289,EG3290,EG3291,EG3295,B44732,DB0594,B44736,F34604,F36675,BB9774,EE8252
CL7615,CL7616,CL7614,CL7617,CL7273,CL7275,CL7276,CL7264,CL7263,CL7265,CL7576
CL7276,CL7273,CL7275,CL7616,CL7614,CL7615,CL7617,CL7263,CL7265,CL7264,CL7576
CL7453,CL7456,CL7455,CM4830,CM4831,CM4832,CL7520,CL7519,CL7522,CL7576,CL7577
CL7329,CL7328,CL7330,CK9546,CL7311,CL7309,CL7310,CL7308,CL7312,CL7610,CL7609
CL7387,CL7385,CL7389,CK9475,CK9476,CK9474,CL7453,CL7456,CL7455,CM4830,CM4831
CM4762,CM4760,CL7470,CL7471,CL7472,CL7473,CL7604,CL7607,CL7605,CL7606,CM4774
CM4984,CM4985,CM4983,CM4978,CM4981,CM4979,CM4826,CM4827,CM4828,CM4824,CM4825
CM4691,CM4690,CM4692,CL7321,CL7322,CM4737,B96551,B96554,CM4935,CM4938,CM4936
CM4826,CM4827,CM4828,CM4824,CM4825,CL7346,CL7344,CL7345,CK9728,CM4816,CL7342
CM0015,CM0014,CM0013,CM0012,CK9860,CK9859,CK9857,CK9866,CK9865,CM5932,CM5933
EE8603,EE8604,F35445,F35560,F35444,EG3102,EG3106,EG3115,F35567,F37079,F37022
CL7496,CL7495,CK9500,CK9502,CM4864,CM4862,CM4863,CK9658,CK9657,CK9656,CK9655
EE8444,EE8448,EE8445,F36996,F36998,EE8447,F36994,F36334,F36331,EG3173,F36333
CM4827,CM4826,CM4828,CM4824,CM4825,CL7346,CL7344,CL7345,CK9728,CM4816,CL7342
CM0014,CM0015,CM0013,CM0012,CK9860,CK9859,CK9857,CK9866,CK9865,CM5932,CM5933
CM4737,CM4691,CM4690,CM4692,CL7321,CL7322,B96551,B96554,CM4937,CM4935,CM4938
EF0440,EF0437,EF0523,EF0433,EF0434,EF0435,EF0450,EF0446,EF0452,EF0417,EF0436
EE9748,EE9758,EE9731,EE9734,EE9733,EE9729,EE9732,EE9728,EE9737,EE9735,F36393
EG4223,EH1858,EH1859,EE8302,EG8480,B43814,EG4275,EG3698,EH0165,EH2201,EH2531
CM0013,CM0015,CM0014,CM0012,CK9860,CK9859,CK9857,CK9866,CK9865,CM5932,CM5933
B44880,EE8181,F34876,B44882,DB1758,CQ1711,DB1763,S80662,B44889,F34882,DB1755
F34876,EE8181,B44880,B44882,DB1758,CQ1711,DB1763,S80662,B44889,F34882,DB1755
EE8836,FV4070,EF6877,EE5819,EF4690,EF4689,AQ1027,AQ1111,M20324,F34308,EF4258
EF0523,EF0437,EF0440,EF0433,EF0434,EF0435,EF0450,EF0446,EF0452,EF0417,EF0436
EH1858,EG4223,EH1859,EE8302,EG8480,B43814,EG4275,EG3698,EH0165,EH2201,EH2531
EG3821,EE8076,F34485,BC0033,B43884,EE8081,EE9514,EE9513,AW4209,F35769,CL7410
EF4458,EF4457,B37983,B37919,EE5654,B37959,B37955,BY9260,F97209,F97208,B37635
EG3291,EG3295,EG3290,EG3289,B44732,DB0594,B44736,F34604,F36675,BB9774,EE8252
EF5928,EF9220,EF9226,EF9219,EF9225,EG9053,EF5925,EE6045,EE6044,EE6046,EE6038
EH1859,EG4223,EH1858,EE8302,EG8480,B43814,EG4275,EG3698,EH0165,EH2201,EH2531
CM4828,CM4826,CM4827,CM4824,CM4825,CL7346,CL7344,CL7345,CK9728,CM4816,CL7342
EG3295,EG3291,EG3290,EG3289,B44732,DB0594,B44736,F34604,F36675,BB9774,EE8252
CM4985,CM4984,CM4983,CM4978,CM4981,CM4979,CM4826,CM4827,CM4828,CM4824,CM4825
CM4964,CL7375,CL7373,CL7374,CL7582,CL7579,CL7580,CJ8110,CK9648,CK9650,CK9649
CM4690,CM4691,CM4692,CL7321,CL7322,CM4737,B96551,B96554,CM4935,CM4938,CM4936
EF4970,EF4965,EF4966,FV3288,FV3289,FV4325,FV4319,BD7685,B28166,B28164,B28163
